"","año","region","electores","por_participacion","votos_emitidos","votos_validos","org_politica","tipo_org_politica","votos","por_votos"
"454",2006,"MADRE DE DIOS",51672,0.83718,43259,38941,"PERU POSIBLE","PARTIDO POLÍTICO",1184,0.0304
"455",2006,"MADRE DE DIOS",51672,0.83718,43259,38941,"UNIDOS POR MADRE DE DIOS","MOVIMIENTO REGIONAL",959,0.02463
"456",2006,"MADRE DE DIOS",51672,0.83718,43259,38941,"VOTOS EN BLANCO",NA,1563,NA
"457",2006,"MADRE DE DIOS",51672,0.83718,43259,38941,"VOTOS NULOS",NA,2755,NA
"458",2006,"MOQUEGUA",104253,0.90277,94117,86655,"MOVIMIENTO INDEPENDIENTE NUESTRO ILO-MOQUEGUA","MOVIMIENTO REGIONAL",23302,0.26891
"459",2006,"MOQUEGUA",104253,0.90277,94117,86655,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",22900,0.26427
"460",2006,"MOQUEGUA",104253,0.90277,94117,86655,"MOVIMIENTO LISTA DE INTEGRACION PARA EL DESARROLLO REGIONAL","MOVIMIENTO REGIONAL",15391,0.17761
"461",2006,"MOQUEGUA",104253,0.90277,94117,86655,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",10852,0.12523
"462",2006,"MOQUEGUA",104253,0.90277,94117,86655,"PARTIDO NACIONALISTA PERUANO","PARTIDO POLÍTICO",8093,0.09339
"463",2006,"MOQUEGUA",104253,0.90277,94117,86655,"LAS PERSONAS PRIMERO","MOVIMIENTO REGIONAL",6117,0.07059
"464",2006,"MOQUEGUA",104253,0.90277,94117,86655,"VOTOS EN BLANCO",NA,2760,NA
"465",2006,"MOQUEGUA",104253,0.90277,94117,86655,"VOTOS NULOS",NA,4702,NA
"466",2006,"PASCO",140471,0.85506,120111,103874,"MOVIMIENTO NUEVA IZQUIERDA","PARTIDO POLÍTICO",26521,0.25532
"467",2006,"PASCO",140471,0.85506,120111,103874,"CONCERTACION EN LA REGION","MOVIMIENTO REGIONAL",21130,0.20342
"468",2006,"PASCO",140471,0.85506,120111,103874,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",18409,0.17722
"469",2006,"PASCO",140471,0.85506,120111,103874,"AGRUPACION INDEPENDIENTE SI CUMPLE","PARTIDO POLÍTICO",10415,0.10027
"470",2006,"PASCO",140471,0.85506,120111,103874,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",9660,0.093
"471",2006,"PASCO",140471,0.85506,120111,103874,"PARTIDO NACIONALISTA PERUANO","PARTIDO POLÍTICO",7884,0.0759
"472",2006,"PASCO",140471,0.85506,120111,103874,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",5288,0.05091
"473",2006,"PASCO",140471,0.85506,120111,103874,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",4567,0.04397
"474",2006,"PASCO",140471,0.85506,120111,103874,"VOTOS EN BLANCO",NA,4284,NA
"475",2006,"PASCO",140471,0.85506,120111,103874,"VOTOS NULOS",NA,11953,NA
"476",2006,"PIURA",941264,0.8843,832361,710300,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",175527,0.24712
"477",2006,"PIURA",941264,0.8843,832361,710300,"MOVIMIENTO REGIONAL OBRAS + OBRAS","MOVIMIENTO REGIONAL",157432,0.22164
"478",2006,"PIURA",941264,0.8843,832361,710300,"ALIANZA ELECTORAL UNIDAD NACIONAL","ALIANZA ELECTORAL",147379,0.20749
"479",2006,"PIURA",941264,0.8843,832361,710300,"MOVIMIENTO DE DESARROLLO LOCAL","MOVIMIENTO REGIONAL",86434,0.12169
"480",2006,"PIURA",941264,0.8843,832361,710300,"PARTIDO NACIONALISTA PERUANO","PARTIDO POLÍTICO",77053,0.10848
"481",2006,"PIURA",941264,0.8843,832361,710300,"AGRO SI","MOVIMIENTO REGIONAL",41447,0.05835
"482",2006,"PIURA",941264,0.8843,832361,710300,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",25028,0.03524
"483",2006,"PIURA",941264,0.8843,832361,710300,"VOTOS EN BLANCO",NA,60895,NA
"484",2006,"PIURA",941264,0.8843,832361,710300,"VOTOS NULOS",NA,61166,NA
"485",2006,"PUNO",693571,0.91018,631277,524244,"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","PARTIDO POLÍTICO",98574,0.18803
"486",2006,"PUNO",693571,0.91018,631277,524244,"PODER DEMOCRATICO REGIONAL","MOVIMIENTO REGIONAL",96681,0.18442
"487",2006,"PUNO",693571,0.91018,631277,524244,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",81239,0.15496
"488",2006,"PUNO",693571,0.91018,631277,524244,"PARTIDO NACIONALISTA PERUANO","PARTIDO POLÍTICO",42426,0.08093
"489",2006,"PUNO",693571,0.91018,631277,524244,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",38665,0.07375
"490",2006,"PUNO",693571,0.91018,631277,524244,"UNION POR EL PERU","PARTIDO POLÍTICO",36613,0.06984
"491",2006,"PUNO",693571,0.91018,631277,524244,"MOVIMIENTO ANDINO SOCIALISTA","MOVIMIENTO REGIONAL",33616,0.06412
"492",2006,"PUNO",693571,0.91018,631277,524244,"MOVIMIENTO POR LA AUTONOMIA REGIONAL QUECHUA-AYMARA","MOVIMIENTO REGIONAL",29758,0.05676
"493",2006,"PUNO",693571,0.91018,631277,524244,"ACCION POPULAR","PARTIDO POLÍTICO",21356,0.04074
"494",2006,"PUNO",693571,0.91018,631277,524244,"CON FUERZA PERU","PARTIDO POLÍTICO",17716,0.03379
"495",2006,"PUNO",693571,0.91018,631277,524244,"UNIDOS POR EL DESARROLLO","MOVIMIENTO REGIONAL",17243,0.03289
"496",2006,"PUNO",693571,0.91018,631277,524244,"MOVIMIENTO REGIONAL DE INTEGRACION ANDINA","MOVIMIENTO REGIONAL",10357,0.01976
"497",2006,"PUNO",693571,0.91018,631277,524244,"VOTOS EN BLANCO",NA,29452,NA
"498",2006,"PUNO",693571,0.91018,631277,524244,"VOTOS NULOS",NA,77581,NA
"499",2006,"SAN MARTIN",377251,0.85625,323020,285870,"NUEVA AMAZONIA","MOVIMIENTO REGIONAL",127154,0.4448
"500",2006,"SAN MARTIN",377251,0.85625,323020,285870,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",64944,0.22718
"501",2006,"SAN MARTIN",377251,0.85625,323020,285870,"MOVIMIENTO POLITICO REGIONAL IDEAS","MOVIMIENTO REGIONAL",43253,0.1513
"502",2006,"SAN MARTIN",377251,0.85625,323020,285870,"PARTIDO NACIONALISTA PERUANO","PARTIDO POLÍTICO",22279,0.07793
"503",2006,"SAN MARTIN",377251,0.85625,323020,285870,"ACCION REGIONAL","MOVIMIENTO REGIONAL",16662,0.05829
"504",2006,"SAN MARTIN",377251,0.85625,323020,285870,"UNION POR EL PERU","PARTIDO POLÍTICO",11578,0.0405
"505",2006,"SAN MARTIN",377251,0.85625,323020,285870,"VOTOS EN BLANCO",NA,12677,NA
"506",2006,"SAN MARTIN",377251,0.85625,323020,285870,"VOTOS NULOS",NA,24473,NA
"507",2006,"TACNA",178119,0.91245,162524,147840,"ALIANZA POR TACNA","MOVIMIENTO REGIONAL",48416,0.32749
"508",2006,"TACNA",178119,0.91245,162524,147840,"PARTIDO RENACIMIENTO ANDINO","PARTIDO POLÍTICO",29114,0.19693
"509",2006,"TACNA",178119,0.91245,162524,147840,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",17212,0.11642
"510",2006,"TACNA",178119,0.91245,162524,147840,"PARTIDO NACIONALISTA PERUANO","PARTIDO POLÍTICO",16456,0.11131
"511",2006,"TACNA",178119,0.91245,162524,147840,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",10887,0.07364
"512",2006,"TACNA",178119,0.91245,162524,147840,"PERU AHORA","PARTIDO POLÍTICO",8365,0.05658
"513",2006,"TACNA",178119,0.91245,162524,147840,"CONTIGO TACNA","MOVIMIENTO REGIONAL",8255,0.05584
"514",2006,"TACNA",178119,0.91245,162524,147840,"RESURGIMIENTO PERUANO","PARTIDO POLÍTICO",6986,0.04725
"515",2006,"TACNA",178119,0.91245,162524,147840,"ALIANZA ELECTORAL UNIDAD NACIONAL","ALIANZA ELECTORAL",2149,0.01454
"516",2006,"TACNA",178119,0.91245,162524,147840,"VOTOS EN BLANCO",NA,5053,NA
"517",2006,"TACNA",178119,0.91245,162524,147840,"VOTOS NULOS",NA,9631,NA
"518",2006,"TUMBES",114904,0.90902,104450,95844,"MOVIMIENTO INDEPENDIENTE REGIONAL FAENA","MOVIMIENTO REGIONAL",31400,0.32762
"519",2006,"TUMBES",114904,0.90902,104450,95844,"RECONSTRUCCION CON OBRAS MAS OBRAS PARA UN TUMBES BELLO","MOVIMIENTO REGIONAL",30156,0.31464
"520",2006,"TUMBES",114904,0.90902,104450,95844,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",16481,0.17196
"521",2006,"TUMBES",114904,0.90902,104450,95844,"AGRUPACION INDEPENDIENTE SI CUMPLE","PARTIDO POLÍTICO",8691,0.09068
"522",2006,"TUMBES",114904,0.90902,104450,95844,"ALIANZA ELECTORAL UNIDAD NACIONAL","ALIANZA ELECTORAL",3181,0.03319
"523",2006,"TUMBES",114904,0.90902,104450,95844,"NUEVA ALTERNATIVA","MOVIMIENTO REGIONAL",2249,0.02347
"524",2006,"TUMBES",114904,0.90902,104450,95844,"HACIA UN TUMBES DIFERENTE","MOVIMIENTO REGIONAL",1901,0.01983
"525",2006,"TUMBES",114904,0.90902,104450,95844,"PERU POSIBLE","PARTIDO POLÍTICO",955,0.00996
"526",2006,"TUMBES",114904,0.90902,104450,95844,"PARTIDO NACIONALISTA PERUANO","PARTIDO POLÍTICO",830,0.00866
"527",2006,"TUMBES",114904,0.90902,104450,95844,"VOTOS EN BLANCO",NA,2533,NA
"528",2006,"TUMBES",114904,0.90902,104450,95844,"VOTOS NULOS",NA,6073,NA
"529",2006,"CALLAO",560612,0.88052,493632,451194,"MOVIMIENTO INDEPENDIENTE CHIMPUM CALLAO","MOVIMIENTO REGIONAL",223847,0.49612
"530",2006,"CALLAO",560612,0.88052,493632,451194,"MOVIMIENTO AMPLIO REGIONAL CALLAO","MOVIMIENTO REGIONAL",150483,0.33352
"531",2006,"CALLAO",560612,0.88052,493632,451194,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",35156,0.07792
"532",2006,"CALLAO",560612,0.88052,493632,451194,"PARTIDO NACIONALISTA PERUANO","PARTIDO POLÍTICO",18955,0.04201
"533",2006,"CALLAO",560612,0.88052,493632,451194,"ALIANZA ELECTORAL UNIDAD NACIONAL","ALIANZA ELECTORAL",17203,0.03813
"534",2006,"CALLAO",560612,0.88052,493632,451194,"CONFIANZA PERU","ALIANZA ELECTORAL",3361,0.00745
"535",2006,"CALLAO",560612,0.88052,493632,451194,"PARTIDO POR LA DEMOCRACIA SOCIAL - COMPROMISO PERU","PARTIDO POLÍTICO",2189,0.00485
"536",2006,"CALLAO",560612,0.88052,493632,451194,"VOTOS EN BLANCO",NA,10524,NA
"537",2006,"CALLAO",560612,0.88052,493632,451194,"VOTOS NULOS",NA,31914,NA
"538",2006,"UCAYALI",212157,0.83729,177636,161074,"INTEGRANDO UCAYALI","MOVIMIENTO REGIONAL",54974,0.3413
"539",2006,"UCAYALI",212157,0.83729,177636,161074,"PARTIDO NACIONALISTA PERUANO","PARTIDO POLÍTICO",49312,0.30615
"540",2006,"UCAYALI",212157,0.83729,177636,161074,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",20584,0.12779
"541",2006,"UCAYALI",212157,0.83729,177636,161074,"MOVIMIENTO AGRARIO POPULAR UCAYALINO","MOVIMIENTO REGIONAL",14156,0.08789
"542",2006,"UCAYALI",212157,0.83729,177636,161074,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",9488,0.0589
"543",2006,"UCAYALI",212157,0.83729,177636,161074,"UCAYALI DIGNIDAD","MOVIMIENTO REGIONAL",6909,0.04289
"544",2006,"UCAYALI",212157,0.83729,177636,161074,"AGRUPACION INDEPENDIENTE SI CUMPLE","PARTIDO POLÍTICO",2353,0.01461
"545",2006,"UCAYALI",212157,0.83729,177636,161074,"PERU POSIBLE","PARTIDO POLÍTICO",2003,0.01244
"546",2006,"UCAYALI",212157,0.83729,177636,161074,"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","PARTIDO POLÍTICO",1295,0.00804
"547",2006,"UCAYALI",212157,0.83729,177636,161074,"VOTOS EN BLANCO",NA,7769,NA
"548",2006,"UCAYALI",212157,0.83729,177636,161074,"VOTOS NULOS",NA,8793,NA
"549",2010,"AMAZONAS",225853,0.81267,183543,150634,"ALIANZA REGIONAL JUNTOS POR AMAZONAS","ALIANZA ELECTORAL",41910,0.27822
"550",2010,"AMAZONAS",225853,0.81267,183543,150634,"MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS","MOVIMIENTO REGIONAL",27938,0.18547
"551",2010,"AMAZONAS",225853,0.81267,183543,150634,"MOVIMIENTO REGIONAL FUERZA AMAZONENSE","MOVIMIENTO REGIONAL",22942,0.1523
"552",2010,"AMAZONAS",225853,0.81267,183543,150634,"MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO","MOVIMIENTO REGIONAL",18863,0.12522
"553",2010,"AMAZONAS",225853,0.81267,183543,150634,"UNIDAD Y DEMOCRACIA DE AMAZONAS","MOVIMIENTO REGIONAL",15844,0.10518
"554",2010,"AMAZONAS",225853,0.81267,183543,150634,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",9441,0.06268
"555",2010,"AMAZONAS",225853,0.81267,183543,150634,"MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO","MOVIMIENTO REGIONAL",7160,0.04753
"556",2010,"AMAZONAS",225853,0.81267,183543,150634,"ACCION POPULAR","PARTIDO POLÍTICO",6536,0.04339
"557",2010,"AMAZONAS",225853,0.81267,183543,150634,"VOTOS EN BLANCO",NA,21646,NA
"558",2010,"AMAZONAS",225853,0.81267,183543,150634,"VOTOS NULOS",NA,11263,NA
"559",2010,"ANCASH",726897,0.86203,626605,459678,"MOVIMIENTO REGIONAL INDEPENDIENTE CUENTA CONMIGO","MOVIMIENTO REGIONAL",150104,0.32654
"560",2010,"ANCASH",726897,0.86203,626605,459678,"MOVIMIENTO ACCION NACIONALISTA PERUANO","MOVIMIENTO REGIONAL",60518,0.13165
"561",2010,"ANCASH",726897,0.86203,626605,459678,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",42885,0.09329
"562",2010,"ANCASH",726897,0.86203,626605,459678,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",39246,0.08538
"563",2010,"ANCASH",726897,0.86203,626605,459678,"MOVIMIENTO INDEPENDIENTE REGIONAL PURO ANCASH","MOVIMIENTO REGIONAL",30051,0.06537
"564",2010,"ANCASH",726897,0.86203,626605,459678,"MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO","MOVIMIENTO REGIONAL",28609,0.06224
"565",2010,"ANCASH",726897,0.86203,626605,459678,"PERU POSIBLE","PARTIDO POLÍTICO",19413,0.04223
"566",2010,"ANCASH",726897,0.86203,626605,459678,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",15306,0.0333
"567",2010,"ANCASH",726897,0.86203,626605,459678,"FUERZA 2011","PARTIDO POLÍTICO",15088,0.03282
"568",2010,"ANCASH",726897,0.86203,626605,459678,"UNION POR EL PERU","PARTIDO POLÍTICO",14596,0.03175
"569",2010,"ANCASH",726897,0.86203,626605,459678,"MOVIMIENTO INDEPENDIENTE NUEVO DESTINO","MOVIMIENTO REGIONAL",8250,0.01795
"570",2010,"ANCASH",726897,0.86203,626605,459678,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",6892,0.01499
"571",2010,"ANCASH",726897,0.86203,626605,459678,"MOVIMIENTO NUEVA IZQUIERDA","PARTIDO POLÍTICO",6317,0.01374
"572",2010,"ANCASH",726897,0.86203,626605,459678,"ANCASH DIGNIDAD","MOVIMIENTO REGIONAL",5608,0.0122
"573",2010,"ANCASH",726897,0.86203,626605,459678,"MOVIMIENTO INDEPENDIENTE REGIONAL UNIDOS POR ANCASH","MOVIMIENTO REGIONAL",4678,0.01018
"574",2010,"ANCASH",726897,0.86203,626605,459678,"ACCION POPULAR","PARTIDO POLÍTICO",3837,0.00835
"575",2010,"ANCASH",726897,0.86203,626605,459678,"SIEMPRE UNIDOS","PARTIDO POLÍTICO",3625,0.00789
"576",2010,"ANCASH",726897,0.86203,626605,459678,"TODOS POR EL PERU","PARTIDO POLÍTICO",2675,0.00582
"577",2010,"ANCASH",726897,0.86203,626605,459678,"PARTICIPACION POPULAR","PARTIDO POLÍTICO",1980,0.00431
"578",2010,"ANCASH",726897,0.86203,626605,459678,"VOTOS EN BLANCO",NA,89736,NA
"579",2010,"ANCASH",726897,0.86203,626605,459678,"VOTOS NULOS",NA,77191,NA
"580",2010,"APURIMAC",239470,0.83491,199936,153300,"PODER POPULAR ANDINO","MOVIMIENTO REGIONAL",50625,0.33023
"581",2010,"APURIMAC",239470,0.83491,199936,153300,"MOVIMIENTO POPULAR KALLPA","MOVIMIENTO REGIONAL",33659,0.21956
"582",2010,"APURIMAC",239470,0.83491,199936,153300,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",18535,0.12091
"583",2010,"APURIMAC",239470,0.83491,199936,153300,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",11169,0.07286
"584",2010,"APURIMAC",239470,0.83491,199936,153300,"FRENTE POPULAR LLAPANCHIK","MOVIMIENTO REGIONAL",10492,0.06844
"585",2010,"APURIMAC",239470,0.83491,199936,153300,"MOVIMIENTO DE INTEGRACION KECHWA APURIMAC","MOVIMIENTO REGIONAL",10097,0.06586
"586",2010,"APURIMAC",239470,0.83491,199936,153300,"MOVIMIENTO MACROREGIONAL TODAS LAS SANGRES - APURIMAC","MOVIMIENTO REGIONAL",6677,0.04356
"587",2010,"APURIMAC",239470,0.83491,199936,153300,"MOVIMIENTO ETNOCACERISTA REGIONAL AMA SUA, AMA LLULLA, AMA QUELLA","MOVIMIENTO REGIONAL",5026,0.03279
"588",2010,"APURIMAC",239470,0.83491,199936,153300,"MOVIMIENTO NUEVA IZQUIERDA","PARTIDO POLÍTICO",3912,0.02552
"589",2010,"APURIMAC",239470,0.83491,199936,153300,"KAYPI PROGRESO","MOVIMIENTO REGIONAL",2405,0.01569
"590",2010,"APURIMAC",239470,0.83491,199936,153300,"PERU POSIBLE","PARTIDO POLÍTICO",703,0.00459
"591",2010,"APURIMAC",239470,0.83491,199936,153300,"VOTOS EN BLANCO",NA,28132,NA
"592",2010,"APURIMAC",239470,0.83491,199936,153300,"VOTOS NULOS",NA,18504,NA
"593",2010,"AREQUIPA",879176,0.88432,777473,644465,"ALIANZA POR AREQUIPA","ALIANZA ELECTORAL",203302,0.31546
"594",2010,"AREQUIPA",879176,0.88432,777473,644465,"FUERZA AREQUIPEÑA","MOVIMIENTO REGIONAL",139616,0.21664
"595",2010,"AREQUIPA",879176,0.88432,777473,644465,"AREQUIPA RENACE","MOVIMIENTO REGIONAL",126660,0.19654
"596",2010,"AREQUIPA",879176,0.88432,777473,644465,"JUNTOS POR EL SUR","MOVIMIENTO REGIONAL",39685,0.06158
"597",2010,"AREQUIPA",879176,0.88432,777473,644465,"FRENTE DE MOVILIZACION SOCIAL","MOVIMIENTO REGIONAL",18483,0.02868
"598",2010,"AREQUIPA",879176,0.88432,777473,644465,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",18151,0.02816
"599",2010,"AREQUIPA",879176,0.88432,777473,644465,"AREQUIPA PRIMERO","MOVIMIENTO REGIONAL",17971,0.02789
"600",2010,"AREQUIPA",879176,0.88432,777473,644465,"DECIDE","MOVIMIENTO REGIONAL",16667,0.02586
"601",2010,"AREQUIPA",879176,0.88432,777473,644465,"MOVIMIENTO INDEPENDIENTE LEON DEL SUR","MOVIMIENTO REGIONAL",12969,0.02012
"602",2010,"AREQUIPA",879176,0.88432,777473,644465,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",9017,0.01399
"603",2010,"AREQUIPA",879176,0.88432,777473,644465,"MOVIMIENTO ETNOCACERISTA AREQUIPA","MOVIMIENTO REGIONAL",7827,0.01214
"604",2010,"AREQUIPA",879176,0.88432,777473,644465,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",6406,0.00994
"605",2010,"AREQUIPA",879176,0.88432,777473,644465,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",5365,0.00832
"606",2010,"AREQUIPA",879176,0.88432,777473,644465,"UNION POR EL PERU","PARTIDO POLÍTICO",5208,0.00808
"607",2010,"AREQUIPA",879176,0.88432,777473,644465,"PERU POSIBLE","PARTIDO POLÍTICO",5165,0.00801
"608",2010,"AREQUIPA",879176,0.88432,777473,644465,"MOVIMIENTO NUEVA IZQUIERDA","PARTIDO POLÍTICO",4855,0.00753
"609",2010,"AREQUIPA",879176,0.88432,777473,644465,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",4176,0.00648
"610",2010,"AREQUIPA",879176,0.88432,777473,644465,"AGRUPACION INDEPENDIENTE SI CUMPLE","PARTIDO POLÍTICO",2942,0.00457
"611",2010,"AREQUIPA",879176,0.88432,777473,644465,"VOTOS EN BLANCO",NA,77724,NA
"612",2010,"AREQUIPA",879176,0.88432,777473,644465,"VOTOS NULOS",NA,55284,NA
"613",2010,"AYACUCHO",362985,0.83169,301890,239711,"MOVIMIENTO INDEPENDIENTE REGIONAL TODOS CON AYACUCHO","MOVIMIENTO REGIONAL",71268,0.29731
"614",2010,"AYACUCHO",362985,0.83169,301890,239711,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",62466,0.26059
"615",2010,"AYACUCHO",362985,0.83169,301890,239711,"QATUN TARPUY","MOVIMIENTO REGIONAL",32288,0.1347
"616",2010,"AYACUCHO",362985,0.83169,301890,239711,"FRENTE REGIONAL TUNA","ALIANZA ELECTORAL",16311,0.06804
"617",2010,"AYACUCHO",362985,0.83169,301890,239711,"MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL","MOVIMIENTO REGIONAL",15488,0.06461
"618",2010,"AYACUCHO",362985,0.83169,301890,239711,"MUSUQ ÑAN","MOVIMIENTO REGIONAL",13322,0.05558
"619",2010,"AYACUCHO",362985,0.83169,301890,239711,"UNIDOS POR EL DESARROLLO DE AYACUCHO","MOVIMIENTO REGIONAL",11040,0.04606
"620",2010,"AYACUCHO",362985,0.83169,301890,239711,"JUNTOS SI SE PUEDE","MOVIMIENTO REGIONAL",7758,0.03236
"621",2010,"AYACUCHO",362985,0.83169,301890,239711,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",5654,0.02359
"622",2010,"AYACUCHO",362985,0.83169,301890,239711,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",4116,0.01717
"623",2010,"AYACUCHO",362985,0.83169,301890,239711,"MOVIMIENTO DE IDENTIDAD REGIONAL DE AYACUCHO","MOVIMIENTO REGIONAL",0,0
"624",2010,"AYACUCHO",362985,0.83169,301890,239711,"VOTOS EN BLANCO",NA,34252,NA
"625",2010,"AYACUCHO",362985,0.83169,301890,239711,"VOTOS NULOS",NA,27927,NA
"626",2010,"CAJAMARCA",874695,0.85225,745457,519090,"MOVIMIENTO DE AFIRMACION  SOCIAL","ALIANZA ELECTORAL",159660,0.30758
"627",2010,"CAJAMARCA",874695,0.85225,745457,519090,"MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA","MOVIMIENTO REGIONAL",66430,0.12797
"628",2010,"CAJAMARCA",874695,0.85225,745457,519090,"FRENTE REGIONAL DE CAJAMARCA","MOVIMIENTO REGIONAL",63838,0.12298
"629",2010,"CAJAMARCA",874695,0.85225,745457,519090,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",44953,0.0866
"630",2010,"CAJAMARCA",874695,0.85225,745457,519090,"ALIANZA CAJAMARCA SIEMPRE VERDE - FUERZA 2011","ALIANZA ELECTORAL",42356,0.0816
"631",2010,"CAJAMARCA",874695,0.85225,745457,519090,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",33714,0.06495
"632",2010,"CAJAMARCA",874695,0.85225,745457,519090,"PERU POSIBLE","PARTIDO POLÍTICO",29890,0.05758
"633",2010,"CAJAMARCA",874695,0.85225,745457,519090,"ACCION POPULAR","PARTIDO POLÍTICO",27614,0.0532
"634",2010,"CAJAMARCA",874695,0.85225,745457,519090,"TIERRA Y LIBERTAD","MOVIMIENTO REGIONAL",22473,0.04329
"635",2010,"CAJAMARCA",874695,0.85225,745457,519090,"EL AGRO A LA REGION","MOVIMIENTO REGIONAL",16094,0.031
"636",2010,"CAJAMARCA",874695,0.85225,745457,519090,"UNION POR EL PERU","PARTIDO POLÍTICO",12068,0.02325
"637",2010,"CAJAMARCA",874695,0.85225,745457,519090,"VOTOS EN BLANCO",NA,127964,NA
"638",2010,"CAJAMARCA",874695,0.85225,745457,519090,"VOTOS NULOS",NA,98403,NA
"639",2010,"CUSCO",763669,0.8548,652786,512078,"GRAN ALIANZA NACIONALISTA CUSCO","ALIANZA ELECTORAL",170873,0.33369
"640",2010,"CUSCO",763669,0.8548,652786,512078,"MOVIMIENTO REGIONAL PAN","MOVIMIENTO REGIONAL",131692,0.25717
"641",2010,"CUSCO",763669,0.8548,652786,512078,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",45987,0.0898
"642",2010,"CUSCO",763669,0.8548,652786,512078,"MOVIMIENTO REGIONAL ACUERDO POPULAR UNIFICADO","MOVIMIENTO REGIONAL",37471,0.07317
"643",2010,"CUSCO",763669,0.8548,652786,512078,"AUTOGOBIERNO AYLLU","MOVIMIENTO REGIONAL",22374,0.04369
"644",2010,"CUSCO",763669,0.8548,652786,512078,"TIERRA Y LIBERTAD CUSCO","MOVIMIENTO REGIONAL",22271,0.04349
"645",2010,"CUSCO",763669,0.8548,652786,512078,"PERU POSIBLE","PARTIDO POLÍTICO",20451,0.03994
"646",2010,"CUSCO",763669,0.8548,652786,512078,"UNION POR EL PERU","PARTIDO POLÍTICO",17315,0.03381
"647",2010,"CUSCO",763669,0.8548,652786,512078,"FUERZA 2011","PARTIDO POLÍTICO",16312,0.03185
"648",2010,"CUSCO",763669,0.8548,652786,512078,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",16074,0.03139
"649",2010,"CUSCO",763669,0.8548,652786,512078,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",11258,0.02198
"650",2010,"CUSCO",763669,0.8548,652786,512078,"VOTOS EN BLANCO",NA,87924,NA
"651",2010,"CUSCO",763669,0.8548,652786,512078,"VOTOS NULOS",NA,52784,NA
"652",2010,"HUANCAVELICA",249077,0.85411,212740,171065,"MOVIMIENTO INDEPENDIENTE TRABAJANDO PARA TODOS","MOVIMIENTO REGIONAL",52156,0.30489
"653",2010,"HUANCAVELICA",249077,0.85411,212740,171065,"MOVIMIENTO REGIONAL AYNI","MOVIMIENTO REGIONAL",38073,0.22256
"654",2010,"HUANCAVELICA",249077,0.85411,212740,171065,"MOVIMIENTO INDEPENDIENTE REGIONAL UNIDOS POR HUANCAVELICA","MOVIMIENTO REGIONAL",30497,0.17828
"655",2010,"HUANCAVELICA",249077,0.85411,212740,171065,"PROYECTO INTEGRACIONISTA DE COMUNIDADES ORGANIZADAS","MOVIMIENTO REGIONAL",24728,0.14455
